Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,543,Human Resources,15,3,Life Sciences,3816,1,Female,37,4,4,Manufacturing Director,3,Single,15927,8890,3,Yes,18,4,2,2,22,3,4,7,7,3,7
57,No,Travel_Rarely,1238,Research & Development,28,3,Life Sciences,3817,2,Male,77,4,2,Research Scientist,3,Married,10068,10635,6,Yes,19,3,4,1,37,4,3,8,5,6,8
34,No,Travel_Rarely,327,Research & Development,26,3,Medical,3818,2,Male,46,3,3,Manager,4,Married,10982,26298,2,No,25,3,2,0,14,3,3,13,6,9,12
24,No,Non-Travel,1393,Research & Development,17,2,Medical,3819,4,Male,67,3,2,Laboratory Technician,3,Single,7090,19273,5,No,14,3,3,2,4,5,3,4,4,7,4
31,No,Travel_Rarely,1151,Sales,17,4,Life Sciences,3820,3,Male,46,1,1,Laboratory Technician,4,Married,2958,9995,4,No,18,3,1,2,9,2,3,9,9,2,6
59,No,Travel_Rarely,366,Research & Development,13,1,Life Sciences,3821,1,Male,87,4,2,Sales Representative,4,Married,8757,18733,3,No,19,3,3,1,40,1,3,5,5,9,0
22,No,Travel_Rarely,577,Sales,14,3,Technical Degree,3822,4,Male,97,3,1,Healthcare Representative,4,Divorced,4037,8292,9,No,11,3,1,0,0,3,1,0,0,7,0
48,No,Travel_Rarely,1436,Research & Development,19,3,Medical,3823,3,Male,77,3,2,Manager,3,Married,8925,13760,5,No,22,3,2,0,29,2,4,4,3,5,0
29,Yes,Travel_Frequently,220,Research & Development,29,2,Medical,3824,2,Male,63,2,1,Sales Executive,3,Divorced,4192,22225,1,No,24,3,1,0,10,3,3,10,8,5,10
38,No,Travel_Rarely,590,Research & Development,10,3,Technical Degree,3825,1,Male,37,4,1,Manufacturing Director,1,Divorced,6989,13220,9,Yes,15,4,4,2,13,1,3,4,2,5,1
30,Yes,Travel_Rarely,1367,Research & Development,4,2,Life Sciences,3826,2,Female,54,2,2,Laboratory Technician,3,Married,7661,22192,1,Yes,17,3,3,0,8,4,4,8,2,1,5
27,No,Travel_Rarely,720,Research & Development,25,4,Human Resources,3827,1,Male,76,2,2,Sales Representative,1,Married,7794,23818,6,Yes,14,3,2,2,7,2,1,7,7,9,1
46,No,Travel_Rarely,1113,Research & Development,10,3,Life Sciences,3828,4,Female,63,3,1,Sales Executive,3,Married,5806,4161,7,No,24,3,1,2,26,2,3,18,6,4,1
60,No,Travel_Rarely,542,Research & Development,3,2,Medical,3829,3,Female,71,3,2,Manager,3,Divorced,9873,5117,2,Yes,11,3,3,0,40,3,3,3,3,5,3
49,No,Travel_Rarely,809,Research & Development,24,3,Medical,3830,4,Female,66,3,1,Sales Executive,3,Single,5646,25887,7,No,15,3,4,2,28,0,4,3,3,1,3
54,No,Travel_Rarely,907,Research & Development,17,2,Medical,3831,4,Female,50,3,1,Laboratory Technician,2,Single,6497,14502,7,No,22,3,3,1,35,0,4,6,6,1,6
58,No,Travel_Frequently,735,Research & Development,15,4,Life Sciences,3832,4,Male,43,2,4,Healthcare Representative,4,Divorced,17161,25711,5,No,24,3,3,1,33,4,2,9,9,9,9
30,No,Travel_Rarely,111,Sales,11,3,Medical,3833,4,Male,54,4,1,Sales Executive,3,Married,4975,22657,9,No,25,3,2,0,11,5,4,11,11,8,11
39,No,Travel_Rarely,702,Research & Development,10,4,Life Sciences,3834,3,Female,95,2,4,Sales Executive,1,Divorced,13589,23364,3,No,19,3,2,0,21,3,3,9,3,6,1
42,No,Travel_Rarely,794,Research & Development,15,3,Life Sciences,3835,3,Male,36,3,3,Manufacturing Director,3,Married,11606,22241,7,No,18,3,3,1,23,4,3,10,10,7,10
23,No,Travel_Rarely,819,Research & Development,12,4,Life Sciences,3836,3,Male,85,4,2,Sales Executive,3,Divorced,6793,12885,4,No,12,3,2,0,0,3,2,0,0,5,0
59,No,Travel_Rarely,377,Sales,6,3,Medical,3837,3,Male,56,2,3,Laboratory Technician,4,Married,11893,4259,2,Yes,20,3,4,1,40,0,4,19,12,9,10
57,No,Travel_Rarely,1400,Sales,12,1,Life Sciences,3838,2,Female,65,3,1,Research Scientist,1,Single,5121,26855,6,No,25,3,1,0,33,4,3,18,4,3,6
58,Yes,Travel_Rarely,1430,Sales,18,2,Life Sciences,3839,3,Male,72,4,3,Sales Executive,1,Married,12862,12625,0,No,19,3,2,1,39,4,3,16,6,7,7
36,No,Non-Travel,929,Sales,10,3,Life Sciences,3840,4,Male,62,3,1,Sales Executive,1,Married,4109,6829,2,No,23,4,4,0,15,2,2,10,10,3,10
49,Yes,Travel_Rarely,182,Research & Development,28,5,Life Sciences,3841,3,Female,46,2,1,Sales Executive,3,Divorced,5803,20570,2,No,25,3,1,1,28,2,3,10,10,4,0
39,No,Travel_Rarely,1387,Research & Development,1,1,Medical,3842,4,Female,37,2,1,Laboratory Technician,4,Single,4725,6095,3,No,17,3,3,1,20,4,4,0,0,9,0
55,No,Travel_Rarely,529,Research & Development,23,4,Medical,3843,1,Male,79,3,3,Sales Executive,1,Married,13697,4654,9,No,12,3,4,0,32,0,2,3,1,9,1
43,No,Travel_Rarely,626,Research & Development,24,4,Life Sciences,3844,4,Female,80,3,5,Manager,1,Single,17369,19563,5,No,16,4,3,1,19,3,4,7,7,5,7
32,Yes,Travel_Rarely,757,Research & Development,21,3,Human Resources,3845,2,Male,85,2,3,Sales Executive,1,Married,10114,16788,6,Yes,15,3,4,1,9,3,4,9,9,9,9
34,No,Travel_Rarely,286,Sales,7,3,Medical,3846,2,Female,45,3,4,Manufacturing Director,3,Single,12654,22365,7,No,24,3,4,0,10,2,3,10,6,2,4
25,No,Travel_Rarely,888,Sales,25,2,Technical Degree,3847,3,Male,50,4,1,Sales Executive,1,Divorced,3773,10157,3,No,19,3,3,0,7,0,4,7,7,6,7
43,No,Travel_Rarely,318,Human Resources,23,4,Medical,3848,1,Male,42,3,2,Sales Representative,3,Divorced,7918,21525,1,Yes,14,3,3,0,24,2,3,10,9,3,10
28,Yes,Travel_Rarely,1009,Research & Development,19,3,Life Sciences,3849,3,Female,90,3,2,Sales Executive,2,Married,6606,21266,1,Yes,20,3,3,2,3,2,2,3,3,4,3
45,No,Travel_Rarely,133,Sales,10,3,Medical,3850,1,Male,61,4,2,Sales Executive,4,Single,8631,21227,6,No,15,3,3,0,21,1,3,1,0,5,1
25,No,Travel_Rarely,1085,Sales,29,4,Life Sciences,3851,4,Male,42,3,3,Research Scientist,3,Married,10096,22765,5,Yes,11,4,4,1,6,3,2,6,1,8,6
49,No,Travel_Rarely,849,Sales,26,2,Medical,3852,4,Female,54,2,1,Sales Executive,3,Single,6204,6879,9,No,15,3,4,1,25,3,2,17,8,6,0
36,No,Travel_Frequently,1023,Sales,22,4,Other,3853,3,Male,99,4,1,Research Director,4,Single,5571,16437,3,No,18,3,2,2,17,5,3,4,1,8,4
22,Yes,Travel_Rarely,469,Research & Development,16,1,Life Sciences,3854,1,Female,47,4,2,Sales Executive,4,Divorced,6931,15284,5,No,15,3,4,0,0,4,4,0,0,0,0
24,No,Travel_Frequently,437,Research & Development,11,4,Life Sciences,3855,2,Male,36,4,3,Sales Executive,3,Single,10571,14264,6,No,20,4,1,1,0,1,3,0,0,5,0
35,No,Travel_Rarely,386,Research & Development,2,3,Life Sciences,3856,4,Male,47,2,1,Sales Executive,3,Divorced,5742,3559,9,No,13,3,4,2,13,2,3,13,11,1,5
59,No,Travel_Rarely,1213,Research & Development,26,3,Medical,3857,4,Female,71,4,2,Manager,1,Married,8263,12084,5,No,16,3,2,2,35,2,3,5,5,6,5
22,No,Travel_Rarely,780,Sales,24,3,Marketing,3858,4,Male,68,3,2,Manufacturing Director,2,Single,6514,15548,7,No,20,3,3,1,0,2,2,0,0,7,0
59,No,Travel_Rarely,1413,Research & Development,4,4,Life Sciences,3859,3,Male,93,3,2,Healthcare Representative,3,Single,10269,19795,1,No,25,3,3,0,34,2,4,10,7,4,0
59,Yes,Travel_Frequently,1082,Research & Development,24,3,Life Sciences,3860,4,Male,42,3,5,Healthcare Representative,2,Divorced,17434,19409,3,Yes,24,3,2,0,40,2,3,4,3,5,4
42,No,Non-Travel,793,Sales,13,2,Medical,3861,3,Female,76,3,2,Human Resources,3,Married,7217,2131,6,Yes,13,3,3,0,22,3,3,7,5,4,0
50,No,Travel_Frequently,688,Sales,19,2,Medical,3862,3,Male,54,4,4,Healthcare Representative,1,Married,14438,4903,4,No,17,3,2,0,25,5,4,7,7,0,6
26,No,Travel_Rarely,757,Research & Development,20,4,Medical,3863,4,Male,40,4,2,Research Scientist,1,Divorced,7670,20727,8,No,19,3,3,0,7,2,3,7,3,8,7
31,No,Travel_Rarely,1102,Research & Development,4,3,Medical,3864,3,Male,58,3,2,Research Scientist,1,Single,7043,11737,1,No,21,3,4,0,10,3,1,7,0,6,4
49,No,Travel_Frequently,1443,Human Resources,5,3,Marketing,3865,2,Male,97,4,1,Research Scientist,1,Married,4688,10681,7,No,21,3,2,1,29,3,4,3,3,8,2
42,No,Travel_Frequently,997,Sales,28,4,Life Sciences,3866,4,Male,95,3,3,Research Scientist,1,Divorced,10888,14588,9,No,22,4,4,1,22,0,4,5,5,7,5
28,No,Travel_Rarely,1487,Sales,11,4,Life Sciences,3867,1,Female,42,4,2,Sales Executive,3,Divorced,6412,15630,6,No,25,3,1,1,6,2,4,1,1,2,1
24,No,Travel_Rarely,171,Sales,25,2,Medical,3868,4,Female,43,2,3,Research Scientist,4,Divorced,9307,3404,4,No,11,3,3,0,0,4,2,0,0,8,0
41,No,Travel_Rarely,1491,Human Resources,22,3,Marketing,3869,4,Male,44,1,2,Sales Executive,3,Married,8535,7247,1,No,17,3,1,2,21,2,2,10,1,9,1
40,No,Travel_Rarely,1495,Research & Development,8,2,Life Sciences,3870,3,Male,68,3,1,Research Scientist,3,Single,4450,17501,9,Yes,21,3,4,1,22,4,1,2,2,6,2
56,No,Travel_Rarely,761,Sales,14,4,Life Sciences,3871,3,Female,96,2,1,Sales Executive,1,Married,6372,12376,0,No,24,4,3,0,34,1,4,13,3,2,13
25,Yes,Travel_Rarely,792,Sales,8,4,Marketing,3872,1,Male,47,2,3,Research Director,4,Married,8651,18034,6,No,21,3,3,0,5,4,1,5,5,5,5
26,No,Travel_Rarely,355,Research & Development,10,4,Life Sciences,3873,4,Male,50,1,1,Laboratory Technician,2,Divorced,4198,18565,8,No,16,3,4,0,5,2,2,5,5,7,4
22,No,Travel_Rarely,1343,Human Resources,8,3,Human Resources,3874,3,Female,85,3,1,Manager,4,Married,3310,12405,8,No,20,3,2,0,0,3,3,0,0,5,0
25,No,Travel_Rarely,814,Research & Development,24,3,Human Resources,3875,3,Female,31,3,2,Laboratory Technician,4,Divorced,7062,14441,4,No,11,3,2,0,3,5,3,3,3,9,0
33,Yes,Travel_Frequently,457,Research & Development,29,3,Marketing,3876,2,Male,67,4,1,Laboratory Technician,4,Married,5384,10494,3,No,13,3,4,0,10,3,3,10,10,0,6
48,No,Travel_Rarely,523,Sales,13,3,Marketing,3877,1,Male,46,4,2,Sales Executive,1,Single,7964,26670,1,No,14,3,1,0,25,2,3,15,9,0,7
44,Yes,Travel_Rarely,663,Research & Development,18,1,Medical,3878,4,Male,76,4,2,Sales Executive,1,Married,8239,10051,9,No,22,4,1,1,20,5,1,3,2,9,0
46,No,Travel_Rarely,548,Research & Development,26,5,Life Sciences,3879,4,Male,32,3,3,Research Scientist,4,Married,11417,6852,8,Yes,22,3,1,1,24,0,1,14,11,0,1
42,No,Travel_Rarely,1118,Human Resources,22,3,Medical,3880,3,Female,37,2,5,Sales Executive,4,Married,16604,24043,1,No,23,3,1,1,20,4,4,10,5,7,10
45,No,Travel_Rarely,649,Research & Development,28,5,Marketing,3881,3,Male,98,4,1,Research Scientist,4,Divorced,5367,15523,5,Yes,22,3,4,1,21,2,2,4,4,8,4
46,No,Travel_Rarely,405,Research & Development,25,4,Marketing,3882,4,Female,97,4,2,Manufacturing Director,3,Divorced,7174,17884,2,Yes,16,4,3,0,22,3,3,7,2,2,7
53,No,Travel_Rarely,404,Research & Development,26,4,Technical Degree,3883,3,Male,97,3,2,Healthcare Representative,3,Married,10140,15422,4,No,13,3,4,2,29,4,1,0,0,7,0
53,No,Travel_Rarely,999,Sales,29,3,Technical Degree,3884,4,Male,36,3,4,Manufacturing Director,3,Married,15045,7038,9,No,17,3,2,0,29,5,3,9,9,5,9
26,No,Travel_Frequently,1247,Research & Development,22,1,Life Sciences,3885,1,Male,49,4,3,Laboratory Technician,1,Single,11570,15724,5,No,20,3,3,2,7,2,3,1,1,7,1
57,No,Travel_Rarely,1202,Research & Development,2,3,Marketing,3886,1,Female,74,4,2,Sales Executive,3,Single,10285,23160,5,No,13,4,1,1,34,2,1,4,4,6,0
60,No,Travel_Rarely,125,Research & Development,7,3,Medical,3887,1,Female,47,4,1,Sales Executive,2,Divorced,5844,16411,0,No,23,3,3,3,35,3,4,2,0,3,2
37,No,Travel_Rarely,809,Research & Development,13,1,Technical Degree,3888,2,Male,32,3,3,Sales Executive,2,Married,10168,25806,0,No,19,3,2,0,13,3,1,11,11,9,4
54,No,Travel_Rarely,607,Human Resources,10,1,Life Sciences,3889,4,Male,87,3,2,Manager,3,Married,8307,12688,9,Yes,18,3,3,0,36,3,4,2,0,6,2
42,No,Travel_Rarely,147,Sales,26,3,Marketing,3890,1,Female,77,3,3,Research Scientist,2,Single,10190,13594,9,No,22,3,3,1,19,2,2,18,1,1,1
30,No,Non-Travel,1361,Sales,12,4,Medical,3891,4,Male,48,2,2,Research Scientist,2,Married,6893,5913,4,No,13,3,4,1,12,4,3,2,1,0,2
27,Yes,Travel_Rarely,1174,Sales,17,4,Life Sciences,3892,2,Male,30,4,1,Manufacturing Director,1,Divorced,3489,25639,9,No,25,3,3,2,4,3,3,4,4,8,0
56,No,Travel_Rarely,911,Sales,7,2,Life Sciences,3893,4,Male,50,3,3,Human Resources,3,Married,12892,14116,6,Yes,12,3,2,0,33,3,3,17,1,6,0
60,No,Travel_Rarely,806,Research & Development,13,5,Human Resources,3894,1,Male,96,1,2,Manufacturing Director,2,Married,9872,4065,4,No,24,3,3,1,40,3,3,11,0,5,4
43,No,Travel_Frequently,777,Research & Development,10,3,Medical,3895,4,Female,67,3,2,Sales Executive,3,Divorced,7077,23386,0,No,12,3,1,1,22,2,4,2,2,6,2
26,Yes,Travel_Frequently,1020,Research & Development,27,3,Medical,3896,4,Male,68,4,1,Sales Representative,2,Divorced,4275,8785,7,Yes,13,4,3,0,7,4,3,7,7,5,7
44,No,Travel_Rarely,533,Research & Development,15,2,Life Sciences,3897,1,Female,31,3,2,Research Scientist,4,Single,8918,15524,6,Yes,18,3,4,0,19,4,2,2,2,1,2
38,No,Travel_Rarely,420,Human Resources,20,3,Medical,3898,3,Female,58,4,5,Manager,4,Divorced,16518,8764,7,No,18,3,4,0,17,4,1,13,13,7,12
33,No,Travel_Rarely,346,Research & Development,9,3,Human Resources,3899,3,Female,52,3,1,Healthcare Representative,4,Married,4425,24268,5,Yes,21,3,4,0,15,3,1,10,5,3,5
44,No,Travel_Frequently,952,Sales,21,3,Life Sciences,3900,3,Male,89,4,1,Research Scientist,3,Married,5639,3234,2,No,25,3,2,1,25,2,3,18,0,0,3
37,No,Travel_Rarely,463,Human Resources,22,3,Other,3901,4,Male,44,4,2,Laboratory Technician,1,Married,7998,21864,4,Yes,20,3,4,3,13,5,3,5,4,1,2
24,No,Travel_Frequently,1282,Sales,4,4,Medical,3902,2,Male,64,4,1,Research Scientist,3,Married,3318,20877,7,Yes,12,4,3,1,6,2,4,3,3,5,3
51,No,Travel_Rarely,737,Research & Development,7,5,Other,3903,1,Male,67,1,4,Healthcare Representative,2,Married,13331,13154,0,No,22,3,2,2,26,3,4,9,3,0,9
43,No,Travel_Rarely,837,Sales,29,4,Medical,3904,3,Female,88,3,4,Human Resources,2,Married,14535,25888,2,No,14,3,4,0,25,2,3,7,7,7,7
30,No,Travel_Rarely,933,Research & Development,3,2,Life Sciences,3905,3,Female,84,3,2,Laboratory Technician,4,Divorced,7026,20437,7,No,15,3,4,0,8,2,3,4,4,1,4
50,No,Non-Travel,812,Research & Development,20,3,Life Sciences,3906,4,Female,72,3,3,Human Resources,3,Married,10379,6429,0,No,18,3,4,1,28,4,3,17,3,2,7
58,No,Travel_Frequently,278,Research & Development,23,3,Life Sciences,3907,4,Male,70,3,3,Research Scientist,2,Single,11904,17734,4,No,24,3,3,1,33,2,4,7,7,2,0
44,No,Travel_Frequently,916,Research & Development,10,3,Life Sciences,3908,2,Male,52,2,2,Sales Executive,3,Married,7147,21771,1,No,22,3,4,1,25,2,1,1,1,2,1
34,No,Non-Travel,1412,Research & Development,5,4,Medical,3909,4,Male,63,2,2,Human Resources,3,Divorced,7031,10581,8,No,22,3,3,0,11,3,2,11,3,4,11
53,No,Travel_Rarely,324,Sales,16,2,Life Sciences,3910,3,Female,76,3,1,Research Scientist,1,Single,6460,24028,2,No,18,3,2,0,35,2,3,4,4,0,4
44,No,Travel_Rarely,1344,Sales,13,5,Human Resources,3911,4,Male,40,3,1,Sales Representative,4,Single,4880,12380,7,Yes,17,3,3,1,26,2,3,9,8,2,7
38,Yes,Travel_Rarely,1342,Research & Development,24,3,Marketing,3912,3,Male,99,2,3,Sales Executive,2,Married,11911,25976,4,Yes,11,3,3,1,16,3,1,11,10,9,5
42,Yes,Travel_Rarely,471,Research & Development,21,2,Human Resources,3913,2,Male,80,2,2,Manufacturing Director,2,Married,6269,21106,4,No,15,3,2,2,17,2,4,4,2,9,4
23,Yes,Travel_Frequently,1244,Research & Development,13,3,Marketing,3914,2,Female,75,3,3,Sales Executive,2,Married,9445,17236,1,No,23,3,2,0,4,3,3,4,4,3,4
58,No,Travel_Rarely,1469,Research & Development,27,1,Medical,3915,3,Female,41,2,1,Laboratory Technician,2,Single,6486,19752,7,Yes,17,3,3,1,36,1,1,7,7,6,7
27,No,Travel_Rarely,1206,Sales,20,3,Life Sciences,3916,2,Female,65,3,2,Healthcare Representative,1,Divorced,7752,23043,9,No,21,3,4,1,5,2,1,5,5,9,5
39,No,Travel_Rarely,1359,Research & Development,15,2,Medical,3917,3,Female,69,2,1,Manufacturing Director,2,Single,5990,24246,8,No,14,3,3,0,18,0,2,17,12,1,6
51,No,Travel_Rarely,716,Sales,7,3,Marketing,3918,2,Male,54,2,3,Manufacturing Director,4,Single,10865,11696,4,No,21,4,1,2,31,2,1,10,9,7,9
43,No,Travel_Rarely,654,Sales,27,4,Technical Degree,3919,1,Male,54,4,1,Research Scientist,1,Single,4890,23517,0,No,16,3,2,1,19,2,4,5,3,3,5
54,No,Travel_Rarely,230,Research & Development,8,3,Life Sciences,3920,3,Male,79,2,2,Manufacturing Director,3,Single,8685,4406,0,No,20,3,1,1,34,2,2,18,13,4,10
51,No,Travel_Rarely,927,Research & Development,19,1,Medical,3921,4,Male,74,3,1,Sales Representative,3,Divorced,5685,6577,6,No,20,3,1,1,27,4,4,19,5,6,7
38,No,Travel_Frequently,380,Research & Development,10,3,Medical,3922,3,Female,59,3,1,Laboratory Technician,4,Married,5019,12745,2,No,22,4,1,1,20,3,3,9,8,5,9
53,No,Travel_Frequently,173,Research & Development,14,3,Medical,3923,2,Male,39,2,4,Laboratory Technician,3,Divorced,14587,17259,0,No,19,3,4,1,34,1,3,7,7,5,3
35,No,Non-Travel,1055,Research & Development,12,5,Life Sciences,3924,1,Male,40,3,1,Manager,3,Married,4851,22811,8,No,21,3,1,2,16,0,4,16,13,4,13
31,No,Travel_Rarely,1412,Sales,27,3,Medical,3925,1,Male,46,4,2,Sales Executive,1,Married,7510,22952,6,No,19,3,1,0,8,2,3,6,4,9,6
57,No,Travel_Frequently,697,Research & Development,4,1,Marketing,3926,1,Male,83,4,2,Manufacturing Director,4,Single,9075,10658,5,Yes,14,3,4,2,32,3,3,19,2,0,5
55,No,Non-Travel,152,Research & Development,14,3,Marketing,3927,4,Female,49,4,1,Laboratory Technician,4,Single,6579,24350,2,No,24,3,3,1,33,3,2,9,7,8,9
30,No,Travel_Frequently,576,Research & Development,20,4,Medical,3928,4,Male,49,4,2,Research Scientist,4,Married,6930,21834,5,No,13,3,1,0,6,6,3,6,6,4,6
49,No,Travel_Rarely,1117,Research & Development,11,2,Human Resources,3929,1,Male,65,1,2,Research Scientist,4,Single,7572,8925,8,Yes,12,4,1,0,26,2,1,16,3,5,9
32,No,Travel_Rarely,1122,Human Resources,5,3,Marketing,3930,4,Male,47,4,1,Manufacturing Director,3,Married,5016,9766,5,No,14,3,4,1,12,2,3,12,12,2,12
35,No,Travel_Frequently,259,Sales,10,4,Marketing,3931,4,Male,76,3,2,Sales Representative,2,Divorced,6631,10710,0,No,18,3,4,0,10,4,2,6,2,3,4
60,No,Travel_Frequently,1254,Research & Development,5,1,Medical,3932,1,Male,42,2,3,Manufacturing Director,1,Single,12722,10125,1,No,11,3,1,1,39,6,4,10,3,9,4
40,No,Travel_Rarely,695,Sales,3,1,Medical,3933,3,Male,70,3,2,Research Scientist,3,Married,7673,26434,9,No,22,3,4,1,19,4,2,15,2,3,8
36,No,Travel_Frequently,679,Research & Development,8,3,Life Sciences,3934,1,Female,39,4,4,Sales Executive,4,Single,12577,24763,7,No,20,3,2,1,11,1,3,11,5,3,7
49,No,Travel_Rarely,389,Research & Development,29,4,Medical,3935,3,Male,75,4,1,Human Resources,3,Single,5893,9200,2,Yes,14,3,3,1,26,2,3,4,1,0,4
45,No,Travel_Rarely,587,Research & Development,21,4,Medical,3936,2,Male,74,2,4,Research Scientist,3,Married,14452,5881,6,No,16,4,4,2,25,2,1,6,5,3,2
29,No,Travel_Frequently,647,Research & Development,16,3,Life Sciences,3937,2,Female,78,2,1,Laboratory Technician,3,Single,5871,3495,7,Yes,25,3,1,0,8,2,3,8,8,2,7
30,No,Travel_Rarely,837,Research & Development,7,3,Human Resources,3938,3,Male,90,3,2,Sales Executive,3,Married,7750,16943,6,Yes,21,3,3,2,8,3,4,7,7,1,7
54,No,Travel_Rarely,1329,Research & Development,28,3,Life Sciences,3939,1,Male,59,3,1,Manager,2,Married,7385,9011,2,No,21,3,2,0,29,3,3,4,4,0,4
54,No,Non-Travel,392,Research & Development,11,4,Life Sciences,3940,4,Female,76,1,2,Manager,4,Married,7405,18258,8,Yes,22,3,3,1,31,2,2,9,4,5,9
40,No,Travel_Rarely,1118,Research & Development,22,3,Medical,3941,4,Female,89,4,2,Healthcare Representative,4,Single,7881,16988,0,No,12,3,3,1,21,2,4,20,11,4,6
24,Yes,Travel_Rarely,491,Research & Development,20,3,Marketing,3942,1,Female,75,3,2,Research Scientist,4,Single,5706,21675,1,No,20,3,1,0,3,5,3,3,3,6,3
31,No,Travel_Rarely,263,Research & Development,7,3,Life Sciences,3943,2,Male,67,1,1,Research Scientist,2,Divorced,5254,21275,5,No,23,4,4,2,6,1,1,6,6,8,6
22,Yes,Travel_Frequently,707,Research & Development,17,4,Life Sciences,3944,3,Male,40,3,2,Laboratory Technician,1,Single,7643,21964,8,No,17,3,1,0,2,0,4,2,2,5,2
50,No,Travel_Rarely,311,Research & Development,23,3,Life Sciences,3945,4,Male,85,3,3,Research Scientist,3,Divorced,11699,24976,9,Yes,21,4,2,2,32,1,3,18,13,1,3
55,No,Travel_Rarely,1041,Research & Development,10,1,Life Sciences,3946,1,Male,73,4,5,Sales Executive,2,Divorced,18343,4566,6,Yes,18,3,3,0,31,1,4,17,13,6,5
34,No,Non-Travel,240,Sales,29,2,Life Sciences,3947,4,Female,95,3,2,Research Scientist,2,Divorced,8604,11890,7,Yes,14,4,3,1,14,2,4,14,10,7,11
22,No,Travel_Rarely,1088,Research & Development,1,4,Medical,3948,3,Male,37,1,2,Research Scientist,4,Single,8115,9624,7,No,21,4,4,0,2,4,4,2,2,7,1
55,No,Travel_Rarely,707,Sales,12,5,Life Sciences,3949,1,Male,77,3,3,Sales Executive,4,Divorced,10940,13543,9,No,15,3,3,2,31,3,3,3,3,1,3
50,No,Travel_Rarely,1059,Research & Development,4,3,Life Sciences,3950,4,Female,33,4,2,Research Scientist,3,Married,9397,26090,9,No,16,3,2,0,30,3,3,10,2,5,8
34,No,Travel_Frequently,539,Research & Development,24,3,Marketing,3951,2,Female,75,2,3,Manager,1,Married,10094,7081,6,No,23,3,4,1,11,5,3,11,7,5,5
50,No,Travel_Frequently,745,Research & Development,19,2,Medical,3952,2,Female,78,2,3,Laboratory Technician,3,Divorced,11521,10677,3,No,19,3,3,2,27,3,3,19,0,1,5
60,No,Travel_Rarely,1159,Sales,1,2,Life Sciences,3953,2,Female,93,3,3,Sales Executive,3,Single,13065,4278,3,No,14,3,1,0,40,4,2,16,8,2,11
45,Yes,Travel_Frequently,373,Sales,22,3,Life Sciences,3954,2,Male,88,2,5,Healthcare Representative,3,Single,15815,20063,5,No,14,3,3,3,27,4,2,3,3,2,1
47,No,Travel_Rarely,756,Human Resources,12,2,Life Sciences,3955,3,Female,37,3,3,Sales Executive,2,Single,11296,9047,7,No,16,4,1,0,24,4,3,16,5,4,8
38,No,Travel_Rarely,725,Sales,5,3,Marketing,3956,2,Male,54,3,1,Sales Executive,3,Married,5073,14978,4,No,18,4,3,0,16,2,1,8,5,8,0
28,No,Non-Travel,480,Research & Development,9,3,Life Sciences,3957,2,Male,65,4,3,Laboratory Technician,3,Married,11717,25295,8,No,18,4,1,3,3,2,3,3,3,6,0
34,No,Travel_Rarely,1193,Research & Development,8,4,Human Resources,3958,4,Female,58,4,1,Manufacturing Director,2,Married,4697,5371,8,No,23,3,3,1,12,3,2,7,6,5,1
26,Yes,Non-Travel,829,Research & Development,22,4,Life Sciences,3959,2,Female,77,3,2,Research Scientist,2,Divorced,7416,4431,8,No,13,3,3,0,6,0,2,4,4,4,4
47,No,Travel_Rarely,1107,Research & Development,28,2,Medical,3960,3,Female,69,1,2,Research Scientist,4,Married,8622,12600,6,No,12,3,3,1,24,2,3,15,8,4,8
24,No,Travel_Rarely,722,Research & Development,8,2,Marketing,3961,1,Female,59,3,1,Sales Executive,4,Married,5457,3852,5,Yes,17,3,4,0,0,2,2,0,0,3,0
28,No,Travel_Rarely,1131,Research & Development,3,5,Other,3962,4,Female,92,1,1,Research Scientist,4,Single,4839,19408,2,No,13,3,2,1,10,2,4,5,5,2,5
60,No,Non-Travel,205,Sales,3,4,Life Sciences,3963,2,Male,79,4,2,Research Director,4,Married,9072,15124,3,Yes,14,3,3,1,40,1,3,19,11,6,6
22,No,Travel_Frequently,1359,Research & Development,21,3,Life Sciences,3964,1,Female,31,4,3,Research Scientist,4,Married,9848,8973,9,No,17,3,2,1,0,2,4,0,0,7,0
38,No,Travel_Rarely,372,Sales,22,2,Medical,3965,4,Female,30,3,1,Research Scientist,4,Single,5940,20573,0,No,22,3,3,1,19,2,4,12,4,9,3
46,Yes,Travel_Rarely,518,Research & Development,15,5,Medical,3966,3,Female,42,3,5,Manufacturing Director,2,Single,18249,15862,5,No,12,3,1,0,26,3,4,0,0,4,0
24,No,Travel_Rarely,287,Research & Development,6,2,Human Resources,3967,3,Male,67,3,1,Human Resources,4,Divorced,4134,14452,3,No,19,3,2,2,2,3,4,2,2,5,2
